2
34 34
-0.687212 -0.793613 0.083333 0.500000 1.000000
-0.787229 -0.658934 0.108586 0.500000 1.000000
-0.848873 -0.546455 0.133838 0.500000 1.000000
-0.881706 -0.457958 0.159091 0.500000 1.000000
-0.892482 -0.391197 0.184343 0.500000 1.000000
-0.885603 -0.342793 0.209596 0.500000 1.000000
-0.863833 -0.309402 0.234848 0.500000 1.000000
-0.828877 -0.288069 0.260101 0.500000 1.000000
-0.781796 -0.276264 0.285354 0.500000 1.000000
-0.723299 -0.271820 0.310606 0.500000 1.000000
-0.653950 -0.272843 0.335859 0.500000 1.000000
-0.574336 -0.277657 0.361111 0.500000 1.000000
-0.485198 -0.284759 0.386364 0.500000 1.000000
-0.387525 -0.292815 0.411616 0.500000 1.000000
-0.282609 -0.300656 0.436869 0.500000 1.000000
-0.172067 -0.307272 0.462121 0.500000 1.000000
-0.057827 -0.311818 0.487374 0.500000 1.000000
0.057908 -0.313646 0.512626 0.500000 1.000000
0.172747 -0.312437 0.537879 0.500000 1.000000
0.284279 -0.308344 0.563131 0.500000 1.000000
0.390289 -0.302038 0.588384 0.500000 1.000000
0.488922 -0.294621 0.613636 0.500000 1.000000
0.578754 -0.287485 0.638889 0.500000 1.000000
0.658758 -0.282202 0.664141 0.500000 1.000000
0.728211 -0.280458 0.689394 0.500000 1.000000
0.786573 -0.284063 0.714646 0.500000 1.000000
0.833330 -0.294989 0.739899 0.500000 1.000000
0.867825 -0.315453 0.765152 0.500000 1.000000
0.889041 -0.348005 0.790404 0.500000 1.000000
0.895312 -0.395609 0.815657 0.500000 1.000000
0.883911 -0.461605 0.840909 0.500000 1.000000
0.850473 -0.549368 0.866162 0.500000 1.000000
0.788276 -0.661141 0.891414 0.500000 1.000000
0.687802 -0.795152 0.916667 0.500000 1.000000
-0.657483 -0.821385 0.083333 0.492424 1.000000
-0.757770 -0.693146 0.108586 0.492424 1.000000
-0.820976 -0.583898 0.133838 0.492424 1.000000
-0.855693 -0.496446 0.159091 0.492424 1.000000
-0.868283 -0.429419 0.184343 0.492424 1.000000
-0.863039 -0.380022 0.209596 0.492424 1.000000
-0.842738 -0.345260 0.234848 0.492424 1.000000
-0.809150 -0.322379 0.260101 0.492424 1.000000
-0.763414 -0.308966 0.285354 0.492424 1.000000
-0.706317 -0.302921 0.310606 0.492424 1.000000
-0.638499 -0.302399 0.335859 0.492424 1.000000
-0.560610 -0.305760 0.361111 0.492424 1.000000
-0.473436 -0.311542 0.386364 0.492424 1.000000
-0.377988 -0.318447 0.411616 0.492424 1.000000
-0.275555 -0.325339 0.436869 0.492424 1.000000
-0.167720 -0.331249 0.462121 0.492424 1.000000
-0.056354 -0.335368 0.487374 0.492424 1.000000
